Numero_Decreto;Data_Decreto;Tipologia;CUP;Capitolo_di_Spesa;Piano_Gestionale;Ministero;Importo_EUR;Documento;Cartella
467;20-12-2012;Decreto Ministeriale;;;;;;Decreto_Standard_Qualita_2012_n_467_del_20-12-2012 (1).pdf;Decreto ministeriale 467 del 20-12-2012
485;30-11-2021;Decreto Ministeriale;;;;;;DM 485 del 30-11-2021i.pdf;Decreto ministeriale 485 del 30-11-2021
267;08-09-2022;Decreto Ministeriale;;;;;;1-M_INFR.GABINETTO.REG_DECRETI_R_.0000267.08-09-2022.pdf;Decreto ministeriale 8 settembre 2022, n_ 267
213;09-09-2025;Decreto Ministeriale;;;;;;m_inf.A866FAA.REG_DECRETI_R_.0000213.09-09-2025.pdf;Decreto ministeriale 9 settembre 2025, n_ 213
;01-06-1999;Decreto Ministeriale;;;;;;Decreto_Ministeriale_01-06-1999_all_1.pdf;Decreto Ministeriale del 01_06_1999
347;02-08-2019;Decreto Ministeriale;;;;;;Decreto 347-2019.pdf;Decreto Ministeriale del 02 agosto 2019 n_ 347
347;02-08-2019;Decreto Ministeriale;;;;;;registrazione CdC.pdf;Decreto Ministeriale del 02 agosto 2019 n_ 347
347;02-08-2019;Decreto Ministeriale;;;;;;registrazione UCB.pdf;Decreto Ministeriale del 02 agosto 2019 n_ 347
;02-01-1996;Decreto Ministeriale;;;;;;Decreto_Ministeriale_02-01-1996_all_1.pdf;Decreto Ministeriale del 02_01_1996
;02-01-2008;Decreto Ministeriale;;;;;;Decreto_rilevazione_dei_prezzi_medi_per__per_l_anno_2006.pdf;Decreto Ministeriale del 02_01_2008
;02-02-2011;Decreto Ministeriale;;;;;;Decreto_Ministeriale_02-02-2011_all_1.pdf;Decreto Ministeriale del 02_02_2011
;02-05-2019;Decreto Ministeriale;;;;;;DM 2 maggio 2019.pdf;Decreto Ministeriale del 02_05_2019
;02-06-1998;Decreto Ministeriale;;;;;;Decreto_Ministeriale_02-06-1998_all_1.pdf;Decreto Ministeriale del 02_06_1998
;03-05-1996;Decreto Ministeriale;;;;;;Decreto_Ministeriale_03-05-1996_all_1.pdf;Decreto Ministeriale del 03_05_1996
;03-06-1998;Decreto Ministeriale;;;;;;Decreto_Ministeriale_03-06-1998_all_1.pdf;Decreto Ministeriale del 03_06_1998
;03-07-1997;Decreto Ministeriale;;;;;;Decreto_Ministeriale_03-07-1997_all_1.pdf;Decreto Ministeriale del 03_07_1997
;04-04-1987;Decreto Ministeriale;;;;;;Decreto_Ministeriale_04-04-1987_all_1.pdf;Decreto Ministeriale del 04_04_1987
;04-04-2014;Decreto Ministeriale;;;;;;Decreto_Ministeriale_04-04-2014_all_1.pdf;Decreto Ministeriale del 04_04_2014
